CNN,Active,X,Y,GISObjectID,Latitude,Longitude,DateInsert,DateUpdate,streetname,cross_street
20189000,1,6017144.112,2095562.398,300107,37.73497689,-122.383134,00:00.0,00:00.0,HUDSON AVE,WESTBROOK CT
20193000,1,6017010.36,2096157.858,300109,37.73660451,-122.3836379,00:00.0,00:00.0,HUDSON AVE,REUEL CT
20201000,1,6016898.883,2096491.404,300114,37.7375142,-122.3840465,00:00.0,00:00.0,HUDSON AVE,KEITH ST
20215000,1,6016229.565,2097039.828,300125,37.73898304,-122.3863989,00:00.0,00:00.0,HUDSON AVE,MENDELL ST
20226000,1,6015695.535,2097437.191,300134,37.74004454,-122.3882731,00:00.0,00:00.0,HUDSON AVE,NEWHALL ST
20670000,1,6015162.855,2097834.194,300485,37.7411051,-122.3901426,00:00.0,00:00.0,HUDSON AVE,PHELPS ST
33111000,1,6013569.982,2099023.949,307032,37.74428344,-122.3957336,00:00.0,00:00.0,HUDSON AVE,SELBY ST
20727000,1,6013035.707,2099423.338,300521,37.74535034,-122.397609,00:00.0,00:00.0,HUDSON AVE,TOLAND ST
50056000,1,6012065.719,2111888.983,307771,37.77952416,-122.4018392,00:00.0,00:00.0,HULBERT ALY,END
33125000,1,6011646.941,2103254.949,307044,37.75579368,-122.4026806,00:00.0,00:00.0,HUMBOLDT ST,KANSAS ST
33124000,1,6011367.717,2103239.421,307043,37.75573545,-122.4036451,00:00.0,00:00.0,HUMBOLDT ST,VERMONT ST
33627000,1,6016130.194,2103522.524,307392,37.75677767,-122.3871945,00:00.0,00:00.0,HUMBOLDT ST,ILLINOIS ST
51600000,1,6017207.72,2103575.758,309031,37.75698346,-122.3834717,00:00.0,00:00.0,HUMBOLDT ST,END
52017000,1,6009880.523,2095828.474,309378,37.73530342,-122.4082657,00:00.0,00:00.0,HUNTER ST,SAUL ST
52011000,1,6009496.754,2095569.754,309372,37.73457154,-122.4095742,00:00.0,00:00.0,HUNTER ST,WELDON ST
50932000,1,6008891.391,2095161.645,308446,37.73341702,-122.4116384,00:00.0,00:00.0,HUNTER ST,END
33138000,1,6019004.101,2094621.55,307051,37.73249611,-122.376638,00:00.0,00:00.0,HUNTERS POINT BLVD,INNES AVE
21523000,1,5998920.745,2088713.021,301167,37.71514624,-122.445646,00:00.0,00:00.0,HURON AVE,OTTAWA AVE
21524000,1,5998753.482,2088554.273,301168,37.71470081,-122.4462127,00:00.0,00:00.0,HURON AVE,SALA TER
21557000,1,5998193.941,2088023.202,301194,37.71321064,-122.4481085,00:00.0,00:00.0,HURON AVE,NAGLEE AVE
21560000,1,5997982.552,2087822.417,301196,37.71264724,-122.4488247,00:00.0,00:00.0,HURON AVE,MONETA WAY
21542000,1,5997808.078,2087656.696,301180,37.71218223,-122.4494158,00:00.0,00:00.0,HURON AVE,WHIPPLE AVE
21555000,1,5997634.089,2087491.993,301192,37.71172004,-122.4500052,00:00.0,00:00.0,HURON AVE,MILAN TER
21556000,1,5997238.882,2087118.057,301193,37.71067067,-122.4513442,00:00.0,00:00.0,HURON AVE,LAURA ST
21553000,1,5997073.204,2086961.296,301190,37.71023075,-122.4519055,00:00.0,00:00.0,HURON AVE,LAWRENCE AVE
21581000,1,5996676.544,2086582.105,301211,37.70916686,-122.4532491,00:00.0,00:00.0,HURON AVE,SICKLES AVE
21584000,1,5996371.148,2086256.731,301214,37.70825595,-122.4542811,00:00.0,00:00.0,HURON AVE,MISSION ST
53029000,1,6019669.978,2129487.715,309669,37.8282677,-122.3767536,00:00.0,00:00.0,HUTCHINS CT,END
27628000,1,5991664.613,2114784.496,306252,37.78631479,-122.4726258,00:00.0,00:00.0,HWY 1 NORTHBOUND,HWY 1 SOUTHBOUND \ LAKE ST \ PARK PRESIDIO BLVD
52102000,1,5992709.6,2120041.998,309454,37.80081086,-122.4693933,00:00.0,00:00.0,HWY 1 NORTHBOUND,HWY 1 TO HWY 101 NORTHBOUND RAMP \ HWY 101 SOUTHBOUND RAMP
52101000,1,5992693.394,2120456.666,309453,37.80194848,-122.4694795,00:00.0,00:28.5,HWY 1 SOUTHBOUND,HWY 101 TO HWY 1 RAMP
52266000,1,5991674.648,2121597.783,309607,37.80502274,-122.4730881,00:00.0,00:00.0,HWY 1 TO HWY 101 NORTHBOUND RAMP,HWY 101 NORTHBOUND
52428000,1,5991280.542,2122086.568,309629,37.80634197,-122.4744877,00:00.0,00:00.0,HWY 101 N OFF RAMP,HWY 101 NORTHBOUND
51187000,1,5991307.917,2122291.394,308646,37.80690595,-122.4744079,00:00.0,00:00.0,HWY 101 N OFF RAMP,HWY 101 N ON RAMP \ UNNAMED 078
52110000,1,6010335.801,2108278.333,309459,37.76951346,-122.4075691,00:00.0,00:00.0,HWY 101 N OFF RAMP,HWY 101 NORTHBOUND
52158000,1,6010802.101,2105498.449,309504,37.76190662,-122.4057603,00:00.0,00:00.0,HWY 101 N OFF RAMP,HWY 101 NORTHBOUND
52255000,1,6011127.207,2106021.813,309596,37.76336184,-122.4046727,00:00.0,00:00.0,HWY 101 N OFF RAMP,MARIPOSA ST
52143000,1,6010881.571,2099297.583,309491,37.74488486,-122.4050488,00:00.0,00:00.0,HWY 101 N OFF RAMP,HWY 101 NORTHBOUND
52118000,1,6012784.145,2088312.292,309467,37.71482768,-122.3976997,00:00.0,00:00.0,HWY 101 N OFF RAMP,HWY 101 NORTHBOUND
52120000,1,6012595.943,2089125.091,309469,37.71704898,-122.3984072,00:00.0,00:00.0,HWY 101 N OFF RAMP,END
33083000,1,6011342.47,2100465.732,307024,37.7481181,-122.4035373,00:00.0,00:00.0,HWY 101 N ON RAMP,MARIN ST
52426000,1,5991081.981,2122344.055,309627,37.80703745,-122.4751936,00:00.0,00:00.0,HWY 101 N ON RAMP,HWY 101 NORTHBOUND
52153000,1,6011593.639,2101662.498,309499,37.75141818,-122.4027529,00:00.0,00:00.0,HWY 101 N ON RAMP,END
52168000,1,6009990.37,2097033.191,309514,37.73861747,-122.4079708,00:00.0,00:00.0,HWY 101 N ON RAMP,HWY 101 NORTHBOUND
52233000,1,6012228.377,2090304.014,309576,37.72026559,-122.3997604,00:00.0,00:00.0,HWY 101 N ON RAMP,HWY 101 NORTHBOUND
52155000,1,6011593.861,2102168.502,309501,37.75280757,-122.4027877,00:00.0,00:00.0,HWY 101 N ON RAMP,HWY 101 NORTHBOUND
27025000,1,5998977.453,2119918.468,305705,37.8008319,-122.4476951,00:00.0,00:00.0,HWY 101 NORTHBOUND,LYON ST \ RICHARDSON AVE
54367000,1,5998505.642,2120356.257,310030,37.80200697,-122.4493593,00:00.0,NULL,HWY 101 NORTHBOUND,HWY 101 NORTHBOUND RAMP
54368000,1,5997142.626,2120869.028,310031,37.80333684,-122.454113,00:00.0,NULL,HWY 101 NORTHBOUND,HWY 101 NORTHBOUND RAMP
54370000,1,5993154.411,2120751.982,310033,37.80278597,-122.4679057,00:00.0,NULL,HWY 101 NORTHBOUND,HWY 101 TO HWY 1 RAMP
52157000,1,6007802.781,2108393.475,309503,37.7696875,-122.4163389,00:00.0,00:00.0,HWY 101 NORTHBOUND,END
30756000,1,6005779.634,2109235.537,306784,37.77188563,-122.4233968,00:00.0,00:00.0,HWY 101 NORTHBOUND,HWY 101 SOUTHBOUND \ MARKET ST \ OCTAVIA ST
52268000,1,5990446.684,2123909.126,309609,37.81129784,-122.4775066,00:00.0,00:00.0,HWY 101 NORTHBOUND,END
52166000,1,6009321.013,2108278.333,309512,37.76945661,-122.4110792,00:00.0,00:00.0,HWY 101 NORTHBOUND,I-80 TO HWY 101 RAMP
52159000,1,6011099.758,2106642.063,309505,37.76506337,-122.4048114,00:00.0,00:00.0,HWY 101 NORTHBOUND,I-80 TO HWY 101 RAMP
52109000,1,6006918.176,2108605.068,309458,37.77021871,-122.4194137,00:00.0,00:00.0,HWY 101 NORTHBOUND,HWY 101 NORTHBOUND RAMP
52170000,1,6010018.636,2097417.428,309516,37.73967408,-122.4079002,00:00.0,00:00.0,HWY 101 NORTHBOUND,I-280 TO HWY 101 RAMP
52123000,1,6011759.72,2091948.831,309472,37.72475578,-122.401496,00:00.0,00:00.0,HWY 101 NORTHBOUND,HWY 101 TO I-280 RAMP
52117000,1,6013575.005,2085863.056,309466,37.70814657,-122.3947947,00:00.0,00:00.0,HWY 101 NORTHBOUND,END
54235000,1,5997961.736,2120891.843,309968,37.80344642,-122.4512801,00:00.0,03:25.3,HWY 101 NORTHBOUND RAMP,MARINA BLVD
52257000,1,6006821.925,2108772.343,309598,37.77067258,-122.4197585,00:00.0,00:00.0,HWY 101 NORTHBOUND RAMP,MISSION ST
54346000,1,6010641.108,2095005.68,309986,37.73308677,-122.4055781,00:00.0,00:00.0,HWY 101 S OFF RAMP,HWY 101 SOUTHBOUND
20651000,1,6010769.708,2094329.355,300467,37.73123691,-122.4050859,00:00.0,00:00.0,HWY 101 S OFF RAMP,HWY 101 S ON RAMP \ SAN BRUNO AVE \ SILLIMAN ST
52425000,1,5991028.664,2122294.557,309626,37.80689845,-122.4753745,00:00.0,00:00.0,HWY 101 S OFF RAMP,HWY 101 SOUTHBOUND
51333000,1,5991020.18,2122090.173,308785,37.80633678,-122.4753889,00:00.0,00:00.0,HWY 101 S OFF RAMP,HWY 101 S ON RAMP \ MERCHANT RD \ UNNAMED 152
52154000,1,6011527.897,2102038.121,309500,37.75244589,-122.4030067,00:00.0,00:00.0,HWY 101 S OFF RAMP,HWY 101 SOUTHBOUND
52152000,1,6011396.581,2101569.218,309498,37.75115105,-122.4034278,00:00.0,00:00.0,HWY 101 S OFF RAMP,END
52122000,1,6011733.602,2091770.809,309471,37.72426551,-122.4015737,00:00.0,00:00.0,HWY 101 S OFF RAMP,HWY 101 SOUTHBOUND
52232000,1,6011842.699,2090822.84,309575,37.72166867,-122.40113,00:00.0,00:00.0,HWY 101 S OFF RAMP,SAN BRUNO AVE
52141000,1,6012100.73,2090505.73,309489,37.72081234,-122.4002158,00:00.0,00:00.0,HWY 101 S OFF RAMP,HWY 101 SOUTHBOUND
52139000,1,6012238.792,2089312.127,309487,37.71754265,-122.3996548,00:00.0,00:00.0,HWY 101 S OFF RAMP,HWY 101 S ON RAMP
52148000,1,6011185.205,2101019.041,309495,37.74962858,-122.40412,00:00.0,00:00.0,HWY 101 S OFF RAMP,END
52126000,1,6009672.316,2095931.746,309475,37.73557533,-122.4089928,00:00.0,00:00.0,HWY 101 S OFF RAMP,HWY 101 TO I-280 RAMP
54347000,1,6011089.311,2093873.155,309987,37.73000214,-122.4039489,00:00.0,00:00.0,HWY 101 S ON RAMP,HWY 101 SOUTHBOUND
52427000,1,5991247.649,2122060.785,309628,37.80626927,-122.4745996,00:00.0,00:00.0,HWY 101 S ON RAMP,HWY 101 SOUTHBOUND
52112000,1,6010756.235,2107791.465,309461,37.76820016,-122.4060805,00:00.0,00:00.0,HWY 101 S ON RAMP,HWY 101 SOUTHBOUND
52156000,1,6007276.554,2108411.612,309502,37.7697077,-122.4181604,00:00.0,00:00.0,HWY 101 S ON RAMP,HWY 101 SOUTHBOUND
52150000,1,6010988.928,2100646.582,309497,37.74859492,-122.4047726,00:00.0,00:00.0,HWY 101 S ON RAMP,END
52259000,1,6009938.785,2096684.578,309600,37.73765736,-122.4081246,00:00.0,00:00.0,HWY 101 S ON RAMP,INDUSTRIAL ST
52167000,1,6010324.83,2095696.282,309513,37.73496532,-122.4067202,00:00.0,00:00.0,HWY 101 S ON RAMP,HWY 101 SOUTHBOUND
52140000,1,6012262.917,2089923.718,309488,37.71922329,-122.3996143,00:00.0,00:00.0,HWY 101 S ON RAMP,END
52113000,1,6011058.452,2100140.21,309462,37.74720842,-122.4044965,00:00.0,00:00.0,HWY 101 S ON RAMP,HWY 101 SOUTHBOUND
52142000,1,6010938.169,2094657.242,309490,37.73214664,-122.4045265,00:00.0,00:00.0,HWY 101 S ON RAMP,I-280 NORTHBOUND \ I-280 TO HWY 101 RAMP
52124000,1,6011493.315,2092618.02,309473,37.72657837,-122.4024639,00:00.0,00:00.0,HWY 101 S ON RAMP,HWY 101 SOUTHBOUND
52264000,1,6012622.756,2088432.307,309605,37.71514823,-122.3982659,00:00.0,00:00.0,HWY 101 S ON RAMP,HWY 101 SOUTHBOUND
52231000,1,5991993.365,2121236.158,309574,37.80404827,-122.4719588,00:00.0,00:28.5,HWY 101 SOUTHBOUND,HWY 101 TO HWY 1 RAMP
54237000,1,5993387.298,2120600.535,309970,37.80238358,-122.4670888,00:00.0,00:00.0,HWY 101 SOUTHBOUND,HWY 101 SOUTHBOUND RAMP
54369000,1,5996622.102,2120725.754,310032,37.80291359,-122.4559039,00:00.0,NULL,HWY 101 SOUTHBOUND,HWY 101 SOUTHBOUND RAMP
52267000,1,5990414.672,2123906.627,309608,37.81128912,-122.4776172,00:00.0,00:00.0,HWY 101 SOUTHBOUND,END
52160000,1,6010989.642,2107049.444,309506,37.76617579,-122.4052209,00:00.0,00:00.0,HWY 101 SOUTHBOUND,I-80 TO HWY 101 RAMP
54088000,1,6007859.353,2108340.584,309794,37.76954546,-122.4161395,00:00.0,00:00.0,HWY 101 SOUTHBOUND,END
52111000,1,6009896.408,2108104.059,309460,37.76901034,-122.4090766,00:00.0,00:00.0,HWY 101 SOUTHBOUND,HWY 101 TO I-80 RAMP
52169000,1,6009932.738,2097196.23,309515,37.73906191,-122.4081816,00:00.0,00:00.0,HWY 101 SOUTHBOUND,HWY 101 TO I-280 RAMP
52116000,1,6013500.012,2085850.551,309465,37.70810806,-122.395053,00:00.0,00:00.0,HWY 101 SOUTHBOUND,COUNTY LINE
52125000,1,6008941.898,2095294.989,309474,37.73378599,-122.4114732,00:00.0,00:00.0,HWY 101 TO I-280 RAMP,I-280 SOUTHBOUND
50085000,1,6010969.17,2108577.341,307800,37.7703699,-122.4053993,00:00.0,00:00.0,HWY 101 TO I-80 RAMP,I-80 EASTBOUND \ I-80 TO HWY 101 RAMP
24333000,1,6008180.689,2112403.441,303524,37.78071916,-122.4153156,00:00.0,00:00.0,HYDE ST,MCALLISTER ST
24933000,1,6008085.302,2113084.934,303970,37.78258502,-122.4156939,00:00.0,00:00.0,HYDE ST,TURK ST
25145000,1,6007942.622,2114104.311,304116,37.78537596,-122.4162597,00:00.0,00:00.0,HYDE ST,OFARRELL ST
25161000,1,6007924.702,2114232.345,304128,37.7857265,-122.4163308,00:00.0,00:00.0,HYDE ST,MABEL ALY
25156000,1,6007847.062,2114787.041,304125,37.7872452,-122.4166387,00:00.0,00:00.0,HYDE ST,POST ST
25163000,1,6007799.57,2115127.695,304129,37.78817788,-122.4168272,00:00.0,00:00.0,HYDE ST,SUTTER ST
25234000,1,6007704.393,2115809.695,304189,37.79004513,-122.4172048,00:00.0,00:00.0,HYDE ST,PINE ST
25255000,1,6007609.363,2116495.505,304201,37.79192285,-122.4175822,00:00.0,00:00.0,HYDE ST,SACRAMENTO ST
25259000,1,6007588.357,2116647.104,304203,37.79233792,-122.4176657,00:00.0,00:00.0,HYDE ST,TROY ALY
25261000,1,6007520.368,2117138.655,304204,37.79368377,-122.4179358,00:00.0,00:00.0,HYDE ST,WASHINGTON ST
25276000,1,6007475.964,2117461.363,304217,37.79456735,-122.4181123,00:00.0,00:00.0,HYDE ST,JACKSON ST
25280000,1,6007430.304,2117788.703,304219,37.79546357,-122.4182935,00:00.0,00:00.0,HYDE ST,PACIFIC AVE
25281000,1,6007417.431,2117880.986,304220,37.79571623,-122.4183446,00:00.0,00:00.0,HYDE ST,LYNCH ST
25286000,1,6007335.019,2118471.798,304225,37.79733382,-122.4186717,00:00.0,00:00.0,HYDE ST,VALLEJO ST
25542000,1,6007264.02,2118980.788,304410,37.79872738,-122.4189535,00:00.0,00:00.0,HYDE ST,RUSSELL ST
25511000,1,6007255.349,2119042.945,304384,37.79889756,-122.4189879,00:00.0,00:00.0,HYDE ST,WARNER PL
25512000,1,6007240.003,2119152.836,304385,37.79919842,-122.4190488,00:00.0,00:00.0,HYDE ST,UNION ST
25565000,1,6007097.622,2120174.213,304426,37.80199485,-122.419614,00:00.0,00:00.0,HYDE ST,LOMBARD ST
25574000,1,6006907.348,2121534.904,304435,37.80572024,-122.420369,00:00.0,00:00.0,HYDE ST,NORTH POINT ST
25600000,1,6006813.231,2122217.836,304454,37.80759009,-122.4207433,00:00.0,00:00.0,HYDE ST,JEFFERSON ST
30023000,1,6006767.233,2122558.5,306689,37.80852288,-122.4209267,00:00.0,00:00.0,HYDE ST,TONQUIN ST
50363000,1,6006753.352,2122657.744,308061,37.80879459,-122.4209817,00:00.0,00:00.0,HYDE ST,END
54077000,1,6013245.076,2098570.74,309783,37.74302094,-122.3968253,00:00.0,00:00.0,I-280 N OFF RAMP,I-280 NORTHBOUND
52305000,1,6005139.565,2094487.834,309619,37.73135571,-122.4245616,00:00.0,00:00.0,I-280 N OFF RAMP,I-280 NORTHBOUND
52302000,1,6000681.926,2093977.813,309616,37.72970256,-122.4399359,00:00.0,00:00.0,I-280 N OFF RAMP,I-280 NORTHBOUND
33394000,1,6003218.551,2095310.331,307204,37.73350542,-122.4312616,00:00.0,00:00.0,I-280 N OFF RAMP,SAN JOSE AV ON RAMP \ SAN JOSE AVE
52134000,1,5998216.913,2090312.291,309483,37.71949726,-122.4481938,00:00.0,00:00.0,I-280 N OFF RAMP,I-280 NORTHBOUND
52161000,1,6014684.141,2105057.732,309507,37.76091284,-122.3923029,00:00.0,00:00.0,I-280 N OFF RAMP,I-280 NORTHBOUND
52248000,1,6014654.796,2106218.339,309589,37.76409798,-122.3924856,00:00.0,00:00.0,I-280 N OFF RAMP,MARIPOSA ST \ OWENS ST
50101000,1,6013456.621,2107845.721,307816,37.7684998,-122.3967439,00:00.0,00:00.0,I-280 N OFF RAMP,I-280 NORTHBOUND
52271000,1,5996568.369,2087575.454,309611,37.71188816,-122.4536947,00:00.0,00:00.0,I-280 N ON RAMP,I-280 NORTHBOUND
52272000,1,6007893.936,2094681.47,309612,37.73204256,-122.4150529,00:00.0,00:00.0,I-280 N ON RAMP,I-280 NORTHBOUND \ I-280 TO HWY 101 RAMP
52128000,1,6002986.4,2094787.436,309477,37.73205651,-122.4320268,00:00.0,00:00.0,I-280 N ON RAMP,I-280 NORTHBOUND
52238000,1,5998509.566,2091566.286,309581,37.72295717,-122.4472724,00:00.0,00:00.0,I-280 N ON RAMP,OCEAN AVE
52132000,1,5998604.625,2091994.425,309481,37.72413817,-122.4469746,00:00.0,00:00.0,I-280 N ON RAMP,END
52164000,1,6014509.749,2106470.396,309510,37.76478202,-122.3930049,00:00.0,00:00.0,I-280 N ON RAMP,I-280 NORTHBOUND
52146000,1,6014683.325,2103483.505,309494,37.75659031,-122.3921957,00:00.0,00:00.0,I-280 N ON RAMP,I-280 NORTHBOUND
52130000,1,5998881.934,2092628.595,309479,37.72589529,-122.4460616,00:00.0,00:00.0,I-280 N ON RAMP,I-280 NORTHBOUND
52115000,1,6011155.342,2096156.913,309464,37.73627655,-122.4038812,00:00.0,00:00.0,I-280 NORTHBOUND,END
52127000,1,6008886.273,2095143.519,309476,37.73336696,-122.4116548,00:00.0,00:00.0,I-280 NORTHBOUND,I-280 TO HWY 101 RAMP
52234000,1,5991874.779,2085899.815,309577,37.70701706,-122.469795,00:00.0,00:00.0,I-280 NORTHBOUND,COUNTY LINE
52303000,1,6007777.412,2094727.983,309617,37.73216373,-122.415459,00:00.0,00:00.0,I-280 S OFF RAMP,I-280 SOUTHBOUND
52137000,1,5993355.546,2087130.418,309486,37.71048149,-122.4647667,00:00.0,00:00.0,I-280 S OFF RAMP,I-280 SOUTHBOUND
52236000,1,5991655.826,2085914.132,309579,37.70704372,-122.4705527,00:00.0,00:00.0,I-280 S OFF RAMP,COUNTY LINE
52136000,1,5997305.751,2088436.244,309485,37.71429394,-122.4512081,00:00.0,00:00.0,I-280 S OFF RAMP,I-280 SOUTHBOUND
52237000,1,5996165.641,2087588.65,309580,37.7119013,-122.4550876,00:00.0,00:00.0,I-280 S OFF RAMP,SAN JOSE AVE
52129000,1,6003078.097,2094867.864,309478,37.73228255,-122.4317156,00:00.0,00:00.0,I-280 S OFF RAMP,I-280 SOUTHBOUND
52131000,1,5998916.973,2092798.808,309480,37.72636466,-122.4459527,00:00.0,00:00.0,I-280 S OFF RAMP,I-280 SOUTHBOUND
52133000,1,5998462.276,2092134.397,309482,37.72451437,-122.4474768,00:00.0,00:00.0,I-280 S OFF RAMP,END
52165000,1,6014176.874,2106918.524,309511,37.76599399,-122.3941876,00:00.0,00:00.0,I-280 S OFF RAMP,I-280 SOUTHBOUND
52163000,1,6014487.471,2105873.753,309509,37.76314253,-122.3930402,00:00.0,00:00.0,I-280 S OFF RAMP,END
52145000,1,6014609.418,2103428.875,309493,37.7564362,-122.3924474,00:00.0,00:00.0,I-280 S OFF RAMP,I-280 SOUTHBOUND
52114000,1,6014682.017,2102351.482,309463,37.75348194,-122.392121,00:00.0,00:00.0,I-280 S OFF RAMP,END
52239000,1,5997958.857,2091594.416,309582,37.72300292,-122.4491781,00:00.0,00:00.0,I-280 S OFF RAMP,OCEAN AVE
52251000,1,6014308.728,2105933.331,309592,37.76329619,-122.3936626,00:00.0,00:00.0,I-280 S OFF RAMP,PENNSYLVANIA AVE
52246000,1,6014502.83,2102415.33,309587,37.7536473,-122.3927452,00:00.0,00:00.0,I-280 S OFF RAMP,PENNSYLVANIA AVE
52245000,1,6014514.533,2102205.801,309586,37.75307263,-122.39269,00:00.0,00:00.0,I-280 S OFF RAMP,PENNSYLVANIA AVE
52300000,1,6002151.447,2094797.844,309614,37.73203772,-122.4349142,00:00.0,00:00.0,I-280 S ON RAMP,END
33393000,1,6003317.658,2095439.997,307203,37.73386707,-122.4309282,00:00.0,00:00.0,I-280 S ON RAMP,SAN JOSE AV OFF RAMP \ SAN JOSE AVE
50100000,1,6013181.999,2108174.374,307815,37.76938692,-122.3977168,00:00.0,00:00.0,I-280 S ON RAMP,I-280 SOUTHBOUND
52304000,1,6005143.225,2094558.197,309618,37.73154912,-122.4245539,00:00.0,00:00.0,I-280 S ON RAMP,I-280 SOUTHBOUND
52301000,1,6000635.226,2094042.672,309615,37.72987799,-122.440102,00:00.0,00:00.0,I-280 S ON RAMP,I-280 SOUTHBOUND
52135000,1,5998119.196,2090104.685,309484,37.71892164,-122.4485166,00:00.0,00:00.0,I-280 S ON RAMP,I-280 SOUTHBOUND
52249000,1,6014455.593,2106206.927,309590,37.76405559,-122.3931738,00:00.0,00:00.0,I-280 S ON RAMP,MARIPOSA ST
52162000,1,6014613.364,2105058.665,309508,37.76091147,-122.3925478,00:00.0,00:00.0,I-280 S ON RAMP,I-280 SOUTHBOUND
52243000,1,6014538.614,2101793.612,309585,37.75194219,-122.3925779,00:00.0,00:00.0,I-280 S ON RAMP,PENNSYLVANIA AVE
52265000,1,6014703.897,2101692.408,309606,37.75167348,-122.3919993,00:00.0,00:00.0,I-280 S ON RAMP,END
52242000,1,6014548.692,2101627.514,309584,37.75148667,-122.3925315,00:00.0,00:00.0,I-280 S ON RAMP,PENNSYLVANIA AVE
52144000,1,6014687.881,2101324.746,309492,37.75066307,-122.3920289,00:00.0,00:00.0,I-280 S ON RAMP,I-280 SOUTHBOUND
52235000,1,5991754.047,2085910.041,309578,37.70703816,-122.470213,00:00.0,00:00.0,I-280 SOUTHBOUND,COUNTY LINE
53048000,1,6022938.393,2122844.917,309688,37.81020756,-122.3649808,00:00.0,00:00.0,I-80 E OFF RAMP,I-80 EASTBOUND
53062000,1,6022203.6,2122001.443,309702,37.80785133,-122.3674656,00:00.0,00:00.0,I-80 E OFF RAMP,I-80 EASTBOUND
34144000,1,6021457.964,2122569.237,307636,37.80936948,-122.3700854,00:00.0,00:00.0,I-80 E OFF RAMP,I-80 W ON RAMP \ TREASURE ISLAND RD
50072000,1,6012301.365,2111378.982,307787,37.77813697,-122.4009881,00:00.0,00:00.0,I-80 E OFF RAMP,I-80 EASTBOUND
50082000,1,6010668.45,2109543.095,307797,37.77300482,-122.4065076,00:00.0,00:00.0,I-80 E OFF RAMP,I-80 EASTBOUND
50092000,1,6010829.372,2109889.28,307807,37.77396437,-122.4059753,00:00.0,00:00.0,I-80 E OFF RAMP,END
53050000,1,6023480.241,2123451.226,309690,37.81190198,-122.3631473,00:00.0,00:00.0,I-80 E ON RAMP,I-80 EASTBOUND
50065000,1,6015011.766,2113968.081,307780,37.78539687,-122.3917929,00:00.0,00:00.0,I-80 E ON RAMP,I-80 EASTBOUND
50029000,1,6014516.605,2113542.021,307748,37.7841995,-122.3934762,00:00.0,00:00.0,I-80 E ON RAMP,STERLING ST
50068000,1,6014529.798,2113636.302,307783,37.78445911,-122.3934371,00:00.0,00:00.0,I-80 E ON RAMP,I-80 EASTBOUND
50071000,1,6013200.736,2112263.029,307786,37.78061449,-122.3979389,00:00.0,00:00.0,I-80 E ON RAMP,I-80 EASTBOUND
50074000,1,6011348.821,2110772.147,307789,37.77641756,-122.4042406,00:00.0,00:00.0,I-80 E ON RAMP,I-80 EASTBOUND
53051000,1,6024890.063,2124323.263,309691,37.81437338,-122.3583279,00:00.0,00:00.0,I-80 EASTBOUND,END
52306000,1,6016090.68,2115099.248,309620,37.78856263,-122.3881391,00:00.0,00:00.0,I-80 EASTBOUND,END
50086000,1,6010851.759,2108567.064,307801,37.77033512,-122.4058047,00:00.0,00:00.0,I-80 TO HWY 101 RAMP,I-80 WESTBOUND
53049000,1,6023239.855,2123157.001,309689,37.81108096,-122.363959,00:00.0,00:00.0,I-80 W OFF RAMP,I-80 WESTBOUND
34147000,1,6023137.912,2122902.235,307639,37.81037586,-122.3642943,00:00.0,00:00.0,I-80 W OFF RAMP,SOUTH GATE RD \ TREASURE ISLAND RD
50067000,1,6014688.736,2113739.642,307782,37.78475169,-122.3928945,00:00.0,00:00.0,I-80 W OFF RAMP,I-80 WESTBOUND
50066000,1,6014968.451,2113932.193,307781,37.78529592,-122.3919402,00:00.0,00:00.0,I-80 W OFF RAMP,I-80 WESTBOUND
54003000,1,6013844.019,2114658.932,309709,37.78722889,-122.3958814,00:00.0,00:00.0,I-80 W OFF RAMP,END
50070000,1,6013418.327,2112569.576,307785,37.78146831,-122.3972076,00:00.0,00:00.0,I-80 W OFF RAMP,I-80 WESTBOUND
50075000,1,6010955.554,2110544.607,307790,37.7757708,-122.405585,00:00.0,00:00.0,I-80 W OFF RAMP,I-80 WESTBOUND
50087000,1,6010330.408,2109826.727,307802,37.7737647,-122.4076969,00:00.0,00:00.0,I-80 W OFF RAMP,END
34151000,1,6023329.025,2123385.924,307643,37.81171441,-122.3636662,00:00.0,00:00.0,I-80 W ON RAMP,MACALLA RD \ NORTH GATE RD \ SOUTH GATE RD
53047000,1,6022789.064,2122652.125,309687,37.80967002,-122.3654843,00:00.0,00:00.0,I-80 W ON RAMP,I-80 WESTBOUND
53063000,1,6022212.56,2121989.555,309703,37.80781918,-122.3674338,00:00.0,00:00.0,I-80 W ON RAMP,I-80 WESTBOUND
50073000,1,6011956.744,2111309.186,307788,37.77792609,-122.4021754,00:00.0,00:00.0,I-80 W ON RAMP,I-80 WESTBOUND
50084000,1,6010584.396,2109397.135,307799,37.77259935,-122.4067881,00:00.0,00:00.0,I-80 W ON RAMP,I-80 WESTBOUND
53052000,1,6024877.581,2124299.181,309692,37.81430657,-122.3583694,00:00.0,00:00.0,I-80 WESTBOUND,END
52307000,1,6016094.439,2115095.952,309621,37.78855379,-122.3881258,00:00.0,00:00.0,I-80 WESTBOUND,END
50307000,1,6012145.661,2119653.316,308012,37.80084765,-122.4021086,00:00.0,00:00.0,ICEHOUSE ALY,END
50306000,1,6012144.353,2119666.502,308011,37.80088378,-122.4021141,00:00.0,00:00.0,ICEHOUSE ALY,END
